long,lat,red,green,blue
35.95,-10.8562,103,2,2
35.975,-10.8562,101,3,3
36,-10.8562,102,3,3
36.025,-10.8562,99,3,3
36.05,-10.8562,102,3,3
36.075,-10.8562,102,3,3
36.1,-10.8562,102,2,2
36.125,-10.8562,98,4,4
36.15,-10.8562,97,5,5
36.2,-10.8562,98,2,2
36.225,-10.8562,96,4,4
36.25,-10.8562,97,3,3
36.275,-10.8562,96,4,4
36.3,-10.8562,93,5,5
36.325,-10.8562,94,4,4
36.35,-10.8562,94,4,4
36.375,-10.8562,92,6,6
36.4,-10.8562,92,4,4
36.425,-10.8562,90,7,7
36.45,-10.8562,86,8,8
36.475,-10.8562,89,6,6
36.5,-10.8562,82,13,13
36.55,-10.8562,85,10,10
36.575,-10.8562,82,10,10
36.6,-10.8562,84,8,8
36.675,-10.8562,70,18,18
36.7,-10.8562,70,18,18
36.75,-10.8562,70,15,15
36.775,-10.8562,64,21,21
36.8,-10.8562,66,17,17
36.825,-10.8562,66,18,18
36.85,-10.8562,61,21,21
36.925,-10.8562,55,24,24
36.95,-10.8562,58,21,21
37,-10.8562,49,27,27
37.025,-10.8562,45,31,31
37.05,-10.8562,45,28,28
34.775,-10.8187,29,29,64
34.8,-10.8187,21,21,72
34.825,-10.8187,29,29,64
34.85,-10.8187,41,41,54
34.875,-10.8187,44,44,52
34.9,-10.8187,45,45,52
34.925,-10.8187,44,44,53
34.95,-10.8187,45,45,53
34.975,-10.8187,47,47,54
35,-10.8187,47,47,54
35.025,-10.8187,45,45,54
35.05,-10.8187,48,45,52
35.075,-10.8187,49,46,53
35.1,-10.8187,43,38,59
35.125,-10.8187,45,44,57
35.15,-10.8187,47,35,55
35.175,-10.8187,51,23,50
35.2,-10.8187,58,25,43
35.225,-10.8187,56,36,47
35.25,-10.8187,58,33,44
35.275,-10.8187,46,22,57
35.3,-10.8187,30,11,73
35.325,-10.8187,26,10,76
35.35,-10.8187,31,19,73
35.375,-10.8187,53,40,54
35.4,-10.8187,62,38,43
35.425,-10.8187,63,38,41
35.45,-10.8187,71,36,37
35.475,-10.8187,80,24,25
35.5,-10.8187,79,25,26
35.525,-10.8187,81,23,23
35.55,-10.8187,82,24,24
35.575,-10.8187,95,12,12
35.6,-10.8187,90,17,17
35.625,-10.8187,90,17,17
35.65,-10.8187,89,20,20
35.675,-10.8187,94,12,12
35.7,-10.8187,99,7,7
35.725,-10.8187,103,3,3
35.75,-10.8187,103,4,4
35.775,-10.8187,102,4,4
35.8,-10.8187,101,5,5
35.825,-10.8187,101,6,6
35.85,-10.8187,98,8,8
35.875,-10.8187,100,8,8
35.9,-10.8187,105,4,4
35.925,-10.8187,107,0,0
35.95,-10.8187,105,2,2
35.975,-10.8187,102,5,5
36,-10.8187,102,3,3
36.025,-10.8187,104,3,3
36.05,-10.8187,105,2,2
36.075,-10.8187,103,2,2
36.1,-10.8187,102,2,2
36.125,-10.8187,100,4,4
36.15,-10.8187,100,4,4
36.175,-10.8187,103,1,1
36.2,-10.8187,100,2,2
36.225,-10.8187,99,3,3
36.25,-10.8187,96,3,3
36.275,-10.8187,96,4,4
36.3,-10.8187,95,5,5
36.325,-10.8187,95,5,5
36.35,-10.8187,92,6,6
36.375,-10.8187,93,5,5
36.4,-10.8187,95,4,4
36.425,-10.8187,93,4,4
36.45,-10.8187,92,4,4
36.475,-10.8187,91,5,5
36.5,-10.8187,78,16,16
36.525,-10.8187,78,17,17
36.55,-10.8187,84,10,10
36.575,-10.8187,86,8,8
36.65,-10.8187,74,16,16
36.675,-10.8187,67,24,24
36.7,-10.8187,74,15,15
36.75,-10.8187,72,17,17
36.9,-10.8187,63,19,19
36.925,-10.8187,57,25,25
36.95,-10.8187,57,23,23
36.975,-10.8187,52,26,26
37.1,-10.8187,38,32,32
34.775,-10.7812,20,20,73
34.8,-10.7812,15,15,80
34.825,-10.7812,20,20,74
34.85,-10.7812,36,36,58
34.875,-10.7812,44,44,52
34.9,-10.7812,45,45,54
34.925,-10.7812,45,45,53
34.95,-10.7812,45,45,54
34.975,-10.7812,46,46,54
35,-10.7812,44,44,57
35.025,-10.7812,40,40,63
35.05,-10.7812,47,43,54
35.075,-10.7812,49,48,54
35.1,-10.7812,43,43,60
35.125,-10.7812,44,43,60
35.15,-10.7812,44,33,61
35.175,-10.7812,48,25,56
35.2,-10.7812,64,23,39
35.225,-10.7812,55,39,50
35.25,-10.7812,61,33,45
35.275,-10.7812,50,22,54
35.3,-10.7812,33,16,73
35.325,-10.7812,24,19,80
35.35,-10.7812,42,29,64
35.375,-10.7812,56,39,50
35.4,-10.7812,65,38,42
35.425,-10.7812,68,35,39
35.45,-10.7812,71,35,37
35.475,-10.7812,78,28,30
35.5,-10.7812,76,31,31
35.525,-10.7812,78,28,28
35.55,-10.7812,89,20,20
35.575,-10.7812,98,8,8
35.6,-10.7812,95,14,14
35.625,-10.7812,92,17,17
35.65,-10.7812,85,21,21
35.675,-10.7812,80,29,29
35.7,-10.7812,103,5,5
35.725,-10.7812,106,3,3
35.75,-10.7812,107,1,1
35.775,-10.7812,106,2,2
35.8,-10.7812,107,2,2
35.825,-10.7812,108,1,1
35.85,-10.7812,108,3,3
35.875,-10.7812,105,4,4
35.9,-10.7812,106,3,3
35.925,-10.7812,107,2,2
35.95,-10.7812,107,1,1
35.975,-10.7812,103,4,4
36,-10.7812,103,3,3
36.025,-10.7812,104,2,2
36.05,-10.7812,105,2,2
36.075,-10.7812,104,3,3
36.1,-10.7812,102,4,4
36.125,-10.7812,99,5,5
36.15,-10.7812,100,6,6
36.175,-10.7812,102,3,3
36.2,-10.7812,101,3,3
36.225,-10.7812,100,4,4
36.25,-10.7812,98,4,4
36.275,-10.7812,97,5,5
36.3,-10.7812,96,6,6
36.325,-10.7812,97,5,5
36.35,-10.7812,96,6,6
36.375,-10.7812,95,5,5
36.4,-10.7812,97,3,3
36.425,-10.7812,94,4,4
36.45,-10.7812,96,4,4
36.475,-10.7812,92,5,5
36.5,-10.7812,80,15,15
36.525,-10.7812,76,19,19
36.55,-10.7812,85,11,11
36.575,-10.7812,87,9,9
36.6,-10.7812,78,16,16
36.625,-10.7812,76,16,16
36.65,-10.7812,73,18,18
36.675,-10.7812,79,13,13
36.9,-10.7812,69,16,16
36.925,-10.7812,66,19,19
36.95,-10.7812,61,22,22
34.75,-10.7437,41,41,52
34.775,-10.7437,35,35,60
34.8,-10.7437,15,15,81
34.825,-10.7437,5,5,90
34.85,-10.7437,20,20,75
34.875,-10.7437,37,37,61
34.9,-10.7437,45,45,55
34.925,-10.7437,46,46,54
34.95,-10.7437,46,46,54
34.975,-10.7437,41,41,61
35,-10.7437,29,29,74
35.025,-10.7437,34,34,68
35.05,-10.7437,47,46,57
35.075,-10.7437,42,42,63
35.1,-10.7437,46,46,59
35.125,-10.7437,45,44,60
35.15,-10.7437,44,39,60
35.175,-10.7437,57,36,47
35.2,-10.7437,65,29,40
35.225,-10.7437,35,29,70
35.25,-10.7437,56,31,52
35.275,-10.7437,62,28,42
35.3,-10.7437,47,25,58
35.325,-10.7437,28,26,77
35.35,-10.7437,55,40,54
35.375,-10.7437,63,41,45
35.4,-10.7437,64,43,45
35.425,-10.7437,64,40,43
35.45,-10.7437,75,33,34
35.475,-10.7437,78,31,31
35.5,-10.7437,71,38,38
35.525,-10.7437,76,34,34
35.55,-10.7437,92,19,19
35.575,-10.7437,96,13,14
35.6,-10.7437,86,25,25
35.625,-10.7437,88,20,20
35.65,-10.7437,88,23,23
35.675,-10.7437,70,40,40
35.7,-10.7437,88,21,21
35.725,-10.7437,106,3,3
35.75,-10.7437,106,2,2
35.775,-10.7437,107,2,2
35.8,-10.7437,110,0,0
35.825,-10.7437,110,1,1
35.85,-10.7437,108,2,2
35.875,-10.7437,108,3,3
35.9,-10.7437,106,3,3
35.925,-10.7437,106,3,3
35.95,-10.7437,104,4,4
35.975,-10.7437,102,7,7
36,-10.7437,109,2,2
36.025,-10.7437,107,2,2
36.05,-10.7437,106,3,3
36.075,-10.7437,105,3,3
36.1,-10.7437,101,5,5
36.125,-10.7437,103,3,3
36.15,-10.7437,100,6,6
36.175,-10.7437,100,5,5
36.2,-10.7437,99,5,5
36.225,-10.7437,100,4,4
36.25,-10.7437,99,5,5
36.275,-10.7437,98,4,4
36.3,-10.7437,99,4,4
36.325,-10.7437,100,4,4
36.35,-10.7437,95,6,6
36.375,-10.7437,93,9,9
36.4,-10.7437,93,7,7
36.425,-10.7437,96,4,4
36.45,-10.7437,91,7,7
36.475,-10.7437,87,11,11
36.5,-10.7437,84,14,14
36.525,-10.7437,86,12,12
36.55,-10.7437,87,10,10
36.575,-10.7437,83,12,12
36.6,-10.7437,77,18,18
36.625,-10.7437,72,21,21
36.65,-10.7437,72,21,21
36.675,-10.7437,81,12,12
36.7,-10.7437,78,11,11
36.725,-10.7437,77,12,12
36.75,-10.7437,74,15,15
36.875,-10.7437,69,16,16
36.9,-10.7437,70,15,15
36.925,-10.7437,67,18,18
36.95,-10.7437,62,20,20
37.075,-10.7437,49,26,26
34.75,-10.706199999999999,44,44,52
34.775,-10.706199999999999,44,44,53
34.8,-10.706199999999999,37,37,61
34.825,-10.706199999999999,15,15,82
34.85,-10.706199999999999,9,9,89
34.875,-10.706199999999999,21,21,79
34.9,-10.706199999999999,36,36,65
34.925,-10.706199999999999,43,43,59
34.95,-10.706199999999999,41,41,61
34.975,-10.706199999999999,27,27,78
35,-10.706199999999999,18,18,85
35.025,-10.706199999999999,34,34,71
35.05,-10.706199999999999,46,46,59
35.075,-10.706199999999999,43,43,62
35.1,-10.706199999999999,48,48,59
35.125,-10.706199999999999,47,47,60
35.15,-10.706199999999999,45,44,62
35.175,-10.706199999999999,45,43,61
35.2,-10.706199999999999,35,30,72
35.225,-10.706199999999999,18,18,93
35.25,-10.706199999999999,42,32,64
35.275,-10.706199999999999,67,32,40
35.3,-10.706199999999999,63,37,46
35.325,-10.706199999999999,47,40,62
35.35,-10.706199999999999,60,43,49
35.375,-10.706199999999999,65,42,45
35.4,-10.706199999999999,60,46,50
35.425,-10.706199999999999,67,42,44
35.45,-10.706199999999999,80,30,32
35.475,-10.706199999999999,79,30,33
35.5,-10.706199999999999,76,34,34
35.525,-10.706199999999999,80,30,30
35.55,-10.706199999999999,93,16,17
35.575,-10.706199999999999,92,19,19
35.6,-10.706199999999999,90,20,20
35.625,-10.706199999999999,85,25,25
35.65,-10.706199999999999,88,23,23
35.675,-10.706199999999999,91,20,20
35.7,-10.706199999999999,88,24,24
35.725,-10.706199999999999,103,8,8
35.75,-10.706199999999999,106,5,5
35.775,-10.706199999999999,110,1,1
35.8,-10.706199999999999,110,1,1
35.825,-10.706199999999999,113,0,0
35.85,-10.706199999999999,112,1,1
35.875,-10.706199999999999,110,1,1
35.9,-10.706199999999999,107,4,4
35.925,-10.706199999999999,105,5,5
35.95,-10.706199999999999,105,6,6
35.975,-10.706199999999999,107,4,4
36,-10.706199999999999,109,2,2
36.025,-10.706199999999999,109,2,2
36.05,-10.706199999999999,105,3,3
36.075,-10.706199999999999,103,5,5
36.1,-10.706199999999999,105,3,3
36.125,-10.706199999999999,106,2,2
36.15,-10.706199999999999,106,1,1
36.175,-10.706199999999999,104,4,4
36.2,-10.706199999999999,99,8,8
36.225,-10.706199999999999,105,1,1
36.25,-10.706199999999999,104,2,2
36.275,-10.706199999999999,103,3,3
36.3,-10.706199999999999,102,4,4
36.325,-10.706199999999999,94,10,10
36.35,-10.706199999999999,92,10,10
36.375,-10.706199999999999,98,4,4
36.4,-10.706199999999999,98,2,2
36.425,-10.706199999999999,94,8,8
36.45,-10.706199999999999,87,13,13
36.475,-10.706199999999999,84,16,16
36.5,-10.706199999999999,85,13,13
36.525,-10.706199999999999,93,5,5
36.55,-10.706199999999999,92,5,5
36.575,-10.706199999999999,83,15,15
36.6,-10.706199999999999,75,20,20
36.625,-10.706199999999999,76,19,19
36.65,-10.706199999999999,78,17,17
36.675,-10.706199999999999,82,11,11
36.7,-10.706199999999999,80,13,13
36.725,-10.706199999999999,75,19,19
36.75,-10.706199999999999,72,19,19
36.775,-10.706199999999999,80,11,11
36.85,-10.706199999999999,72,14,14
36.875,-10.706199999999999,70,15,15
36.9,-10.706199999999999,70,15,15
36.925,-10.706199999999999,66,18,18
36.95,-10.706199999999999,64,18,18
34.725,-10.6687,41,41,53
34.75,-10.6687,44,44,52
34.775,-10.6687,45,45,54
34.8,-10.6687,41,41,58
34.825,-10.6687,27,27,72
34.85,-10.6687,9,9,92
34.875,-10.6687,11,11,90
34.9,-10.6687,13,13,90
34.925,-10.6687,29,29,74
34.95,-10.6687,28,28,76
34.975,-10.6687,13,13,94
35,-10.6687,19,19,86
35.025,-10.6687,37,37,68
35.05,-10.6687,49,49,58
35.075,-10.6687,47,47,61
35.1,-10.6687,50,50,58
35.125,-10.6687,50,49,57
35.15,-10.6687,44,43,65
35.175,-10.6687,34,34,75
35.2,-10.6687,23,23,87
35.225,-10.6687,20,20,91
35.25,-10.6687,43,35,64
35.275,-10.6687,68,31,39
35.3,-10.6687,65,41,45
35.325,-10.6687,62,48,51
35.35,-10.6687,66,42,45
35.375,-10.6687,63,46,49
35.4,-10.6687,61,49,53
35.425,-10.6687,67,43,47
35.45,-10.6687,76,35,37
35.475,-10.6687,82,31,32
35.5,-10.6687,77,34,35
35.525,-10.6687,83,30,30
35.55,-10.6687,94,16,17
35.575,-10.6687,92,21,21
35.6,-10.6687,94,18,18
35.625,-10.6687,93,20,20
35.65,-10.6687,84,28,28
35.675,-10.6687,87,25,25
35.7,-10.6687,108,4,4
35.725,-10.6687,98,14,14
35.75,-10.6687,108,4,4
35.775,-10.6687,106,6,6
35.8,-10.6687,115,0,0
35.825,-10.6687,113,0,0
35.85,-10.6687,112,1,1
35.875,-10.6687,111,1,1
35.9,-10.6687,112,3,3
35.925,-10.6687,109,4,4
35.95,-10.6687,107,5,5
35.975,-10.6687,107,4,4
36,-10.6687,109,4,4
36.025,-10.6687,107,4,4
36.05,-10.6687,108,2,2
36.075,-10.6687,108,3,3
36.1,-10.6687,110,1,1
36.125,-10.6687,105,3,3
36.15,-10.6687,107,3,3
36.175,-10.6687,104,4,4
36.2,-10.6687,105,5,5
36.225,-10.6687,108,0,0
36.25,-10.6687,107,1,1
36.275,-10.6687,104,4,4
36.3,-10.6687,102,4,4
36.325,-10.6687,98,7,7
36.35,-10.6687,99,6,6
36.375,-10.6687,102,1,1
36.4,-10.6687,99,6,6
36.425,-10.6687,93,10,10
36.45,-10.6687,91,11,11
36.475,-10.6687,89,13,13
36.5,-10.6687,84,18,18
36.525,-10.6687,86,14,14
36.55,-10.6687,87,10,10
36.575,-10.6687,84,14,14
36.6,-10.6687,83,14,14
36.625,-10.6687,84,11,11
36.65,-10.6687,81,14,14
36.675,-10.6687,80,13,13
36.7,-10.6687,81,12,12
36.725,-10.6687,80,14,14
36.75,-10.6687,76,17,17
36.775,-10.6687,82,10,10
36.85,-10.6687,74,13,13
36.9,-10.6687,72,15,15
36.925,-10.6687,67,19,19
36.95,-10.6687,67,18,18
37.075,-10.6687,46,28,28
37.1,-10.6687,48,27,27
37.125,-10.6687,38,31,31
34.725,-10.6312,38,38,59
34.75,-10.6312,39,39,58
34.775,-10.6312,41,41,57
34.8,-10.6312,34,34,65
34.825,-10.6312,28,28,73
34.85,-10.6312,23,23,78
34.875,-10.6312,13,13,92
34.9,-10.6312,7,7,96
34.925,-10.6312,8,8,99
34.95,-10.6312,9,9,98
34.975,-10.6312,9,9,98
35,-10.6312,15,15,92
35.025,-10.6312,37,37,72
35.05,-10.6312,49,49,59
35.075,-10.6312,51,51,58
35.1,-10.6312,53,53,60
35.125,-10.6312,51,51,60
35.15,-10.6312,43,43,68
35.175,-10.6312,35,35,76
35.2,-10.6312,32,32,81
35.225,-10.6312,32,32,80
35.25,-10.6312,43,40,66
35.275,-10.6312,64,40,46
35.3,-10.6312,59,49,53
35.325,-10.6312,61,49,52
35.35,-10.6312,65,41,46
35.375,-10.6312,61,47,51
35.4,-10.6312,66,42,49
35.425,-10.6312,66,40,46
35.45,-10.6312,78,33,35
35.475,-10.6312,79,31,32
35.5,-10.6312,71,35,40
35.525,-10.6312,86,26,28
35.55,-10.6312,96,18,18
35.575,-10.6312,93,22,22
35.6,-10.6312,93,22,22
35.625,-10.6312,100,15,15
35.65,-10.6312,91,24,24
35.675,-10.6312,80,37,37
35.7,-10.6312,95,19,19
35.725,-10.6312,96,17,17
35.75,-10.6312,89,24,24
35.775,-10.6312,109,5,5
35.8,-10.6312,113,2,2
35.825,-10.6312,114,1,1
35.85,-10.6312,114,1,1
35.875,-10.6312,113,2,2
35.9,-10.6312,111,3,3
35.925,-10.6312,112,2,2
35.95,-10.6312,111,4,4
35.975,-10.6312,110,4,4
36,-10.6312,106,7,7
36.025,-10.6312,109,4,4
36.05,-10.6312,110,3,3
36.075,-10.6312,110,3,3
36.1,-10.6312,111,2,2
36.125,-10.6312,109,3,3
36.15,-10.6312,106,4,4
36.175,-10.6312,104,6,6
36.2,-10.6312,109,1,1
36.225,-10.6312,110,0,0
36.25,-10.6312,107,1,1
36.275,-10.6312,107,1,1
36.3,-10.6312,103,5,5
36.325,-10.6312,103,3,3
36.35,-10.6312,103,2,2
36.375,-10.6312,101,5,5
36.4,-10.6312,90,13,13
36.425,-10.6312,86,18,18
36.45,-10.6312,84,19,19
36.475,-10.6312,90,12,12
36.5,-10.6312,90,12,12
36.525,-10.6312,86,15,15
36.55,-10.6312,88,12,12
36.575,-10.6312,81,16,16
36.6,-10.6312,83,15,15
36.625,-10.6312,82,15,15
36.65,-10.6312,79,15,15
36.675,-10.6312,83,10,10
36.7,-10.6312,85,9,9
36.725,-10.6312,82,13,13
36.75,-10.6312,78,15,15
36.775,-10.6312,80,11,11
36.875,-10.6312,73,16,16
36.9,-10.6312,70,16,16
36.925,-10.6312,69,18,18
36.95,-10.6312,70,17,17
37,-10.6312,66,17,17
37.1,-10.6312,48,27,27
37.15,-10.6312,38,31,31
34.675,-10.5937,32,32,65
34.725,-10.5937,33,33,65
34.75,-10.5937,30,30,69
34.775,-10.5937,33,33,67
34.8,-10.5937,33,33,68
34.825,-10.5937,32,32,70
34.85,-10.5937,32,32,71
34.875,-10.5937,21,22,82
34.9,-10.5937,9,9,96
34.925,-10.5937,7,7,100
34.95,-10.5937,7,7,102
34.975,-10.5937,6,6,103
35,-10.5937,3,3,106
35.025,-10.5937,16,16,93
35.05,-10.5937,31,31,80
35.075,-10.5937,44,44,65
35.1,-10.5937,52,52,58
35.125,-10.5937,52,52,60
35.15,-10.5937,46,46,65
35.175,-10.5937,40,40,73
35.2,-10.5937,42,42,73
35.225,-10.5937,48,44,64
35.25,-10.5937,51,48,62
35.275,-10.5937,57,51,57
35.3,-10.5937,56,53,57
35.325,-10.5937,57,51,56
35.35,-10.5937,64,37,47
35.375,-10.5937,66,40,48
35.4,-10.5937,65,40,50
35.425,-10.5937,63,41,49
35.45,-10.5937,80,30,33
35.475,-10.5937,79,29,36
35.5,-10.5937,65,32,48
35.525,-10.5937,81,26,33
35.55,-10.5937,93,22,22
35.575,-10.5937,95,20,20
35.6,-10.5937,98,18,18
35.625,-10.5937,100,17,17
35.65,-10.5937,83,31,31
35.675,-10.5937,86,30,30
35.7,-10.5937,88,28,28
35.725,-10.5937,85,31,31
35.75,-10.5937,78,38,38
35.775,-10.5937,105,12,12
35.8,-10.5937,114,3,3
35.825,-10.5937,116,1,1
35.85,-10.5937,116,1,1
35.875,-10.5937,118,1,1
35.9,-10.5937,114,1,1
35.925,-10.5937,115,2,2
35.95,-10.5937,111,2,2
35.975,-10.5937,111,4,4
36,-10.5937,108,7,7
36.025,-10.5937,110,4,4
36.05,-10.5937,111,4,4
36.075,-10.5937,112,2,2
36.1,-10.5937,111,3,3
36.125,-10.5937,111,4,4
36.15,-10.5937,108,3,3
36.175,-10.5937,105,7,7
36.2,-10.5937,109,3,3
36.225,-10.5937,110,0,0
36.25,-10.5937,110,0,0
36.275,-10.5937,108,0,0
36.3,-10.5937,106,2,2
36.325,-10.5937,106,2,2
36.35,-10.5937,99,6,6
36.375,-10.5937,97,11,11
36.4,-10.5937,94,11,11
36.425,-10.5937,89,17,17
36.45,-10.5937,98,6,6
36.475,-10.5937,97,5,5
36.5,-10.5937,88,14,14
36.525,-10.5937,88,11,11
36.55,-10.5937,93,8,8
36.575,-10.5937,85,14,14
36.6,-10.5937,84,15,15
36.625,-10.5937,83,12,12
36.65,-10.5937,88,9,9
36.675,-10.5937,91,5,5
36.7,-10.5937,89,6,6
36.725,-10.5937,88,8,8
36.75,-10.5937,85,9,9
36.775,-10.5937,82,10,10
36.8,-10.5937,84,9,9
36.825,-10.5937,85,8,8
36.85,-10.5937,78,13,13
36.875,-10.5937,72,16,16
36.9,-10.5937,70,19,19
36.925,-10.5937,70,16,16
36.95,-10.5937,73,14,14
34.675,-10.5562,22,22,77
34.75,-10.5562,36,36,64
34.775,-10.5562,36,36,65
34.8,-10.5562,37,37,66
34.825,-10.5562,34,34,69
34.85,-10.5562,28,29,76
34.875,-10.5562,20,20,87
34.9,-10.5562,12,12,95
34.925,-10.5562,9,9,100
34.95,-10.5562,10,10,99
34.975,-10.5562,6,6,105
35,-10.5562,1,1,109
35.025,-10.5562,1,1,110
35.05,-10.5562,5,5,108
35.075,-10.5562,24,24,89
35.1,-10.5562,42,42,70
35.125,-10.5562,52,52,60
35.15,-10.5562,49,49,66
35.175,-10.5562,49,49,67
35.2,-10.5562,51,51,65
35.225,-10.5562,53,50,61
35.25,-10.5562,58,51,57
35.275,-10.5562,60,51,56
35.3,-10.5562,57,56,60
35.325,-10.5562,58,52,57
35.35,-10.5562,64,41,52
35.375,-10.5562,67,43,49
35.4,-10.5562,68,42,46
35.425,-10.5562,78,31,37
35.45,-10.5562,79,33,35
35.475,-10.5562,69,35,46
35.5,-10.5562,64,30,52
35.525,-10.5562,74,30,40
35.55,-10.5562,90,26,27
35.575,-10.5562,90,26,26
35.6,-10.5562,95,22,22
35.625,-10.5562,100,19,19
35.65,-10.5562,90,28,28
35.675,-10.5562,90,26,26
35.7,-10.5562,94,22,22
35.725,-10.5562,90,26,26
35.75,-10.5562,92,27,27
35.775,-10.5562,103,13,13
35.8,-10.5562,116,3,3
35.825,-10.5562,113,4,4
35.85,-10.5562,117,2,2
35.875,-10.5562,117,2,2
35.9,-10.5562,118,1,1
35.925,-10.5562,115,2,2
35.95,-10.5562,114,3,3
35.975,-10.5562,113,4,4
36,-10.5562,111,6,6
36.025,-10.5562,111,6,6
36.05,-10.5562,113,4,4
36.075,-10.5562,111,3,3
36.1,-10.5562,110,4,4
36.125,-10.5562,108,5,5
36.15,-10.5562,106,8,8
36.175,-10.5562,109,6,6
36.2,-10.5562,111,1,1
36.225,-10.5562,112,0,0
36.25,-10.5562,109,1,1
36.275,-10.5562,111,1,1
36.3,-10.5562,105,3,3
36.325,-10.5562,99,8,8
36.35,-10.5562,102,6,6
36.375,-10.5562,101,7,7
36.4,-10.5562,95,14,14
36.425,-10.5562,89,17,17
36.45,-10.5562,98,6,6
36.475,-10.5562,93,10,10
36.5,-10.5562,93,10,10
36.525,-10.5562,96,7,7
36.55,-10.5562,92,9,9
36.575,-10.5562,82,19,19
36.6,-10.5562,89,11,11
36.625,-10.5562,94,4,4
36.65,-10.5562,93,5,5
36.675,-10.5562,93,5,5
36.7,-10.5562,92,5,5
36.725,-10.5562,92,4,4
36.75,-10.5562,89,6,6
36.775,-10.5562,85,8,8
36.8,-10.5562,83,9,9
36.825,-10.5562,78,15,15
36.85,-10.5562,76,17,17
36.9,-10.5562,74,13,13
36.925,-10.5562,74,13,13
36.95,-10.5562,74,13,13
34.7,-10.518699999999999,21,21,80
34.75,-10.518699999999999,38,38,63
34.775,-10.518699999999999,38,38,66
34.8,-10.518699999999999,35,35,70
34.825,-10.518699999999999,35,35,71
34.85,-10.518699999999999,32,32,75
34.875,-10.518699999999999,29,29,78
34.9,-10.518699999999999,17,17,92
34.925,-10.518699999999999,17,17,94
34.95,-10.518699999999999,16,16,95
34.975,-10.518699999999999,8,8,103
35,-10.518699999999999,1,1,110
35.025,-10.518699999999999,0,0,113
35.05,-10.518699999999999,0,0,113
35.075,-10.518699999999999,2,2,111
35.1,-10.518699999999999,19,19,96
35.125,-10.518699999999999,42,42,73
35.15,-10.518699999999999,31,31,85
35.175,-10.518699999999999,44,44,72
35.2,-10.518699999999999,55,55,62
35.225,-10.518699999999999,52,51,65
35.25,-10.518699999999999,60,54,58
35.275,-10.518699999999999,58,44,60
35.3,-10.518699999999999,55,49,61
35.325,-10.518699999999999,58,54,58
35.35,-10.518699999999999,59,49,58
35.375,-10.518699999999999,61,45,56
35.4,-10.518699999999999,72,45,45
35.425,-10.518699999999999,67,32,49
35.45,-10.518699999999999,78,36,40
35.475,-10.518699999999999,64,40,53
35.5,-10.518699999999999,54,32,62
35.525,-10.518699999999999,74,35,43
35.55,-10.518699999999999,86,34,34
35.575,-10.518699999999999,85,36,36
35.6,-10.518699999999999,86,32,32
35.625,-10.518699999999999,90,28,28
35.65,-10.518699999999999,92,28,28
35.675,-10.518699999999999,84,35,35
35.7,-10.518699999999999,86,33,33
35.725,-10.518699999999999,87,31,31
35.75,-10.518699999999999,107,11,11
35.775,-10.518699999999999,115,3,3
35.8,-10.518699999999999,108,10,10
35.825,-10.518699999999999,111,8,8
35.85,-10.518699999999999,113,8,8
35.875,-10.518699999999999,117,2,2
35.9,-10.518699999999999,117,2,2
35.925,-10.518699999999999,114,3,3
35.95,-10.518699999999999,114,3,3
35.975,-10.518699999999999,113,4,4
36,-10.518699999999999,113,6,6
36.025,-10.518699999999999,112,5,5
36.05,-10.518699999999999,114,2,2
36.075,-10.518699999999999,112,4,4
36.1,-10.518699999999999,110,5,5
36.125,-10.518699999999999,110,6,6
36.15,-10.518699999999999,112,4,4
36.175,-10.518699999999999,112,1,1
36.2,-10.518699999999999,114,1,1
36.225,-10.518699999999999,112,1,1
36.25,-10.518699999999999,109,2,2
36.275,-10.518699999999999,108,4,4
36.3,-10.518699999999999,110,2,2
36.325,-10.518699999999999,107,5,5
36.35,-10.518699999999999,106,4,4
36.375,-10.518699999999999,103,7,7
36.4,-10.518699999999999,94,13,13
36.425,-10.518699999999999,98,9,9
36.45,-10.518699999999999,95,11,11
36.475,-10.518699999999999,87,16,16
36.5,-10.518699999999999,95,9,9
36.525,-10.518699999999999,91,10,10
36.55,-10.518699999999999,85,16,16
36.575,-10.518699999999999,86,15,15
36.6,-10.518699999999999,93,8,8
36.625,-10.518699999999999,92,8,8
36.65,-10.518699999999999,90,8,8
36.675,-10.518699999999999,87,10,10
36.7,-10.518699999999999,91,6,6
36.725,-10.518699999999999,94,3,3
36.8,-10.518699999999999,86,8,8
36.825,-10.518699999999999,69,22,22
36.85,-10.518699999999999,80,11,11
36.925,-10.518699999999999,77,12,12
36.975,-10.518699999999999,69,16,16
34.75,-10.4812,19,19,83
34.775,-10.4812,21,21,83
34.8,-10.4812,21,21,84
34.825,-10.4812,23,23,84
34.85,-10.4812,29,29,78
34.875,-10.4812,36,36,73
34.9,-10.4812,25,25,86
34.925,-10.4812,21,21,89
34.95,-10.4812,20,20,91
34.975,-10.4812,16,16,96
35,-10.4812,12,12,101
35.025,-10.4812,2,2,111
35.05,-10.4812,1,1,114
35.075,-10.4812,0,0,113
35.1,-10.4812,0,0,117
35.125,-10.4812,4,4,113
35.15,-10.4812,9,9,108
35.175,-10.4812,20,20,101
35.2,-10.4812,32,32,86
35.225,-10.4812,45,45,74
35.25,-10.4812,36,34,80
35.275,-10.4812,41,33,76
35.3,-10.4812,37,30,80
35.325,-10.4812,38,31,81
35.35,-10.4812,44,33,73
35.375,-10.4812,49,31,69
